text,sentiment
همون شد که گفتم... مرسی.,positive
کاملا معلوم بود😍,positive
جای خانم ترانه علیدوستی خالی بود,positive
سلطان شهاب حسینی,positive
گلزار واقعا جاش رده آخر بود,negative
واقعا بدون نقصه بازیشون,positive
همیشه عالیه. 👌 👌 👌 👌 👌,positive
خیلی گله🌹 🌹 🌹 🌹 👌 👌 👌 👌,positive
دمش گرم. بنده هم به ایشون رای دادم,positive
ایول عالیه 👍 👍 👍 👍 👍,positive
ماشالله👌 👌 👌 👌,positive
منم به شهاب خان حسینی رای دادم.. ایشون بسیارعالیه,positive
تبریک به آقای حسینی.. رای دادم ومیدونستم اول میشه چون بهترینه. 👌 👌 👌,positive
سلطانی شهاب حسینی,neutral
اقای رشید پور چرا از نرگس کلباسی به عنوان چهره سال یاد نمیکنید که بعد از گذشت NUM۳ روز هنوز در منطقه زلزله زده‌ها فعالیت میکنه وتمام زندگیش رو وقف اونا کرده ID,negative
حقشه هیچ کسی نمتونه باهاش رقابت از همه لحاظ بیسته.. شخصیت نزاکت فرهنگ متانت همه چی بیست...,positive
عالییی حقشه,positive
قشنگ معلومه دسیس بود... من خودم به شخصه NUM۲ بار به اقای گلزار رای دادم.. هه حسوودا,positive
خیلی خوشحال شدم منم بهش رای دادم 🌺 🌺 🌺 🌺 🌺 🌺 💕 💕 💕 💕,positive
ماشالللههه حقققشه 😍,positive
جونه دلممم,positive
حقش بود🌹 🌹 🌹 🌹 🌹 🌹,positive
فقط مد یری قهر مان دل ماست توی این روز گار تلخ فقط اونه که بهش LINK داری,positive
لایقش بود واقعا,positive
هنرمندی که رسالت اصلی که در یک جامعه دارد انجام ندهد هنرمند نیست فقط بازیگره نقشی است که برایش دیکته LINK هنرمند یک اثر خلق میکند و رسالت که به عهده دارد در آن اثر خلق میکند.,neutral
بسیار عالی,positive
ای جان حقش بود 😍 👍 🏿 👏 👏 💞,positive
شهاب حسینی,neutral
بی نظیره 💕 🌹 🌹,positive
ای جااانم😍 😍 😍 🌹 🌹 🌹 ❤❤❤🌹 🌹 🌹 ❤❤❤سوپراستااارممم,positive
لایق این مقام,positive
لایقش بود بسیار عالییی,positive
متاسفانه رشیدپور باشوخیهای بی مزه کمی از محبوبیت خودش LINK کمی به خودش نگاه بیندازه خیلی LINK خودش. به...,negative
سلام اقای رشید پور تو رو قرآن تو رو خدا راجع به اتش نشان‌ها و رانندگان اتوبوسرانی کاشان هم سوال کنید از مسئولین شهرداری که چرا NUM۱ ماهه حقوق دریافت نکردن این قشر زحمت کش😣 😣 😣 😣,negative
Mehri@: باسلام حضور مجری مردمی برنامه‌ی موفق «حالا خورشید» و تهیه کننده و دست اندرکاران این برنامه‌ی تلویزیونی و ملی. ما گروهی چند هزار نفره از فرهنگیان هستیم که سالهای سال بصورت حق التدریسی با حقوق ماهیانه NUM۲ هزار تومان و نهایتا NUM۲ هزار تومان در سالهای NUM۲ تا NUM۲ در اقصی نقاط کشور بخصوص روستاها بدون هیچ گونه مزایا و یا حتی برخورداری از بیمه کار کرده_ایم فقط به امید اینکه زمانی رسمی شویم و این سالهای پرمشقت و عاری از هر گونه بار مالی برایمان سنوات محسوب شود تا کمکی باشد برای نزدیک شدن به بازنشستگی، زیرا بعد از لیسانس همه‌ی ما در اوج جوانی وبا انرژی مضاعف به صورت حق التدریس مشغول بکار شدیم و بالاخره با تصویب شورای محترم مجلس در سال NUM۲ و NUM۲ رسمی شدیم. ولی متاسفانه در این سالهای که کار کردیم جزو سنوات محسوب نشد. تا اینکه بدلیل بالا بودن سن همه‌ی ما و سنوات بسیار پایین با همکاری نمایندگان محترم مجلس قانون احتساب سنوات حق التدریسی اجرایی شد. ولی شاید باور نکنید که بابت سالهایی که ما در ماه فقط NUM۲ هزار تومن و نهایتا NUM۲ هزار تومان دریافتی داشتیم حالا میخواهند بیمه‌ی آن سالها را که صحبت از NUM۲ تا NUM۲ سال پیش است به نرخ بیمه‌ی سال NUM۲ حساب کنند یعنی چیزی حدود NUM۵ در ماه. ظلم به همین جا خاتم نمی‌شود. حق التدریسی‌ها تابستان هم جهت برگزاری امتحانات شهریور و تصحیح اوراق به طور رایگان در خدمت آموزش و پرورش هستند و این قانون احتساب سنوات حتی NUM۲ روز عید و NUM۱ ماه تابستان را هم از ما دریغ کرده_است و جزو سنوات محسوب نمی‌کند. آقای رشید پور لطفا صدای مظلوم معلم را که به گوش هیچ کس نمی‌رسد، شما از طریق این برنامه‌ی موفقتون به سمع و نظر رهبر معظم انقلاب اسلامی و ریاست محترم جمهوری برسانید ببینند اینجا چه خبر است ما مطمئن هستیم اگر درد این جامعه‌ی مظلوم به گوش این بزرگواران برسد حتما حتما پیگیر خواهند_شد. با تشکر. ومن الله توفیق 👆 👆,neutral
اول LINK یه جانبازم و تازه امروز به شما ملحق شدم... میخوای سیاسی باشم. عبادی... اقتصادی...,negative
اگر جرات دارید بیاید سراغ من خیلی راه حل دارم برای پول خوردن مسئولین. کسی نیست. به حال این مردم ترسو برسه. راستی از لشگر NUM۳ هزارنفری چخبر...,negative
درود آقای رشید پور من باید با شما حرف بزنم تشکر,neutral
آقای رضا رشید پور امروز نبودین حالا خورشید بی شما صفااایی نداشت..,negative
با LINK رشید پور اینجانب خانمی هستم که NUM NUM ۱/۲/ NUM۲ همسرم فوت کرده و از سال NUM NUM ۱/۹/ NUM۲ به دلیل اینکه مادرم الزایمر گرفته_بود ودیگر قادر به مواظبت از برادرم که NUM۲ سالشه وسندرم دان دار را نداشت من مسولیت برادرم را بر عهده گرفتم اما امسال به دلیل گرانی بیش از انداز از نطر مالی واقعا زندگیمان به سختی و با هزارو یک مشگل مواجه شده تا جای که تصمیم گرفتم از شما و برنامه شما کمک بگیرم چون به هیچ دلیل وجدانم اجازه نمیدهد که به خاط مشگل مالی از نگهداری برادرم بگذرم فقط نیاز به کمک و امداد دارم با تشکر زارعی ساکن بومهن,negative
سلام آقای رشید پور عزیزبرنامه حالا خورشید شمارامشتاقانه می‌بینم بسیاربرنامه جالبی هست. ازشما خواهش می‌کنم برنامه منوتو را هم ببینید تاازدردمردم بیشتراطلاع پیدا کنید باز هم از برنامه خوبتون ممنون,negative
سلام اقای رشید پور ممنون که دکتر مجید حسینی را دعوت کردید انشالله که بیشتر از ایشون دعوت کنید ممنون طاهری از شیراز,neutral
آقای رشیدپورسلام ممنون LINK اگرممکنه توبرنامتون جلو خودتون اب پرتقال وانواع میوه رانزارید چون وضع اقتصادی مملکت آنقدرخراب هست وخیلی ازخانواده بودجه خریدن نون شب راندارندچه برسه به میوپس خواهشندلطف کن خیلی ساده برنامه راجراکنید ممنون مهربان,negative
سلام اقای رشید پور لطفا برای برنامتون یه موج رادیو در نظر بگیرید بابک قائمی فر از اهواز,neutral
اقای رشیدی پور سلام میخوام حرف منو ازاهل سنت برسونی به شایان مصلح فقط دوست دارم بگی خیلی ممنونم ازت,neutral
سلام اقای رشید پور من اول مهر عکس پسرمو براتون فرستادم، از طریق تلگرام، ولی متاسفانه هنوز ندیدید. با تشکر,negative
عزیزی جناب رشیدپور,positive
سلام آقای رشیدپورباتشکرازبرنامه خوبتان میخواستم ازشماتشکرکنم ازاینکه دربرنامتان سعی میکنیددرددل مردم رابگوش مسئولان برسانیدمن خودم یک پزشک هستم که ازحدودیکسال پیش درطرح تحول سلامت شروع بکارشدم میخواستم عرض کنم اینقدرکه میگفتن پزشکان درآمدنجومی دارندآنقدرهم نیست,positive
وبعضی ازپزشکان درکسب درآمدواقعامشکل دارندامیدوارم پیام منرابخوانیدوازتوجهی که میکنیدکمال تشکررادارم,negative
درود آقای رشید پور الهی زنده باشی با این رک گوئی خدا حفظت کنه نازنین,positive
سلام عشقم فدای تو بشم تو خیلی بدی زشت بی نمک وشیرین من عاشقتم وای نکن اذیت من دلبرم در چه حالی خوبی نفسسس من فدای تو بشم 🦋🤓🤗💔 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 💝 💌 🍒 🏩 💙 💙 ❤️❤️💎 🙏،,positive
سلام. خداقوت.. برنامه مهم نیست این رشیدپورهست که مهمه.. باحضورآقای رشیدپور برنامه هم مهم میشه.,positive
کی میگه حالا خورشید شادو پر انرژی هستش آقای رشید پور,positive
💐 💐 💐 💐 💐 💐 💐 💐 💐 💐,positive
سلام اقای رشیدپور تقاضا دارم بیشتر در مورد بیکاری وفقر بپردازید. باتشکر لرستان.,neutral
کدامش از این پیج حالت خورشید واقعیه,neutral
سلام اقای رشید پور بنده به نمایندگی ازکارگران اداره برق پرسنل پیمانکار جامع بهره برداری خواهش میکنم در خصوص وضعیت امنیت شغلی ما پیگیری بفرمایید با این خطر ودست مزد خیلی کم کار میکنیم اما پیمانکار به هر بهانه اخراج میکنه واقعیت اینه که ما غروب هر روز به اینکه فردا هم شاغل هستیم یا نه شک داریم وهمیشه اضطراب بیکار شدن دروجودمان هست خواهش میکنم با تحقیق ودانش کلی پیگیری کنید,negative
پرسنل بهره برداری شرکت توزیع برق تهران بزرگ حتی تمام شهر‌های کشور که در سیستم بهره برداری کار میکنند,negative
کتابخونتون خیلی زیباست منم دوست دارم همچنین کتاب خونه‌ای داشته_باشم ولی امکانشو ندارم. مبارکتون باشه💜,positive
اون ساعت پایتون هم خیلی شیکه💜,positive
آقای رشید پور NUM۴ بود,neutral
حرف ک فایده نداره بقول اون ملخ برنامه ک شمارش هم بلد نیست یکی باید باشه ک کارروتمام کنه,neutral
سلام تشکر از برنامه بسیار عالی شما در هر شرایطی برنامه شما را نگاه میکنم بسیار مجری توانمندی هستید و شیک شاید مردم مانند قدیم اراسته صح از در بیرون بیایند,positive
اقای رشیدپور سلام لطفا شما صدای ما گندمکارانو به گوش مجلس برسونید سال گذشته ما NUM۳ تن گندم تحویل دولت میدادیم یه سانتافه باش میشد بخری الان با NUM۳ تن گندم! به دولت بگید که با قیمت NUM۴ تومان ما به دولت گندم نمیفروشیم لب مرزم هستیم😋 یا با سایپا مقایسمون کنن یا با گوشت,negative
خیلی اشغالی,negative
سلام تشکر از شما اقای رشید پور واقعا برنامتوون عاله مادرم عاشق همین برنامه هس انشالله همیشه موفق و سر بلند باشید,positive
سلام اقای رشید پور من وخانمم هر دو هرروز به برنامه حالاخورشید نگاه LINK میشه بدون قرعه کشی از مردم ایران تشکر کنم ۵میلیون را به ما LINK تصادف کردم وهم تازه ازدواج وهم یه دختر داریم به نام هستی LINK از همه شدکت کننده‌های عزیزتشکرفراوان میکنیم دست شماهم درد نکنه.,neutral
سلاممم اقا رضا از بندرجاسک هستم هرروز برنامه جالت میبینم ولی خدای گیر میدی بع همکارت اسمش نمیدونم همین کله دوطرفه کچله😂,positive
اقای رشید پور در مورد همه چی حرف مزنید جز اجاره خانه واینکه تعداد بچه‌ها چرا سه تاست تو رو خدا بگید کمر شکن شده اجاره‌ها مملکت بی صاحبی شده ممنون,positive
ی همچین پدرو مادرایی باید برای کاراشون جلو انظار عمومی توضیح بدن باید جلو چشم همه مجازات بشن بهه خدا من اهل فضای مجازی نیستم شاید ماهی یبار بیام اینستاگرام ولی اونقدر قلبم درد مند شد که در به در دنبال کسی میگردم که حق این پدر کثیف و نامادری حیوون صفتو کف دستش بزاره من یک لحظه بلایی که سر اون بچه‌ها اومده رو درباره بچه‌های خودم تصور میکنم تمام بدنم میلرزه به خدا تورو خدا به داد ی همچین بچه هایی برسی,negative
مرتیکه قرمساق,negative
ی خواهش دارم الان به شدت باب شده یک عده افراد سود جو که معمولا خودشون هم ثروتمند و معروف هستند کمپین میزارند کمک مالی کنید به زلزله زده‌ها به بچه‌های مریض ولی نه حساب کتابشون مشخصه و نه اینکه خودشون پول میدند. داستان چیه؟ من میخوام شما پیگیر باشید از طریق پلیس یا هر مرجعی رسیدگی بشه من ومطمینم اکثر این افراد پول برای خودشون برمیدارن و ملت احساساتی میکنن و با این پول خوش گذرانی متاسفانه,negative
چرا از دل مردم یکی را دعوت به برنامه نمیکنید؟,negative
محسن مبارکی از گچساران,neutral
کیرم توناموست رشیدپورکسکش بیشرف,negative
دروغ گوی کثیف,negative
کسکش وطن فروش,negative
خیلی دوست داریم,positive
لطف میکنید اگر دایرکت را چک بکنید,neutral
لایییک داری,positive
سلام بر استاد. این خلبانه که اومد ازش گزارش گرفتین. دیروز من یه فیلم دیدم. دستگیرش کردن. یه کاری بکن. بنده خدا واسه مردم همچین حرفی زد. خواهشن اگه واقعیت داره کمکش کن. رضا سیر. قائم شهر. ببینده پروپا قرص حالا خورشید,negative
بدبختی پرسنل پیمانکار مترو,negative
سلام برای من یه قبض برق اومده درشمال که بخاطر عدم استفاده کافی از برق هفتصدهزار تومن جریمه شدم این یعنی چی اخه😪 😪,negative
برق مصرف کنیم جریمه میشیم مصرف نکنیم باز جریمه میشیم,negative
شماره حسابه اون دختر بچه رو LINK,neutral
تو رو خدا به مردم بگو که درسته مشکلات داره ما رو نسبت به هم بی رحم میکنه ولی ما ایرانیان پرچم دار عاطفه و جوانمردی هستیم و میخواهیم بمانیم,negative
بابا موقشنگ,positive
مستندات بی توجهی رسانه‌ها به اعتراضات به حق فرهنگیان نسبت به احکام تبعیض در صدا و سیما تبعیض در حالا خورشید بی توجهی و سکوت نادیده گرفتن حق معلم این فیش حقوقی حق من نیست بطحایی پاسخگو باش معلم جواب میخواهد کمپین حمایت از حقوق فرهنگیان اجرای قانون بازنشستگی پیش از موعد فرهنگیان,negative
سلام خدمت استاد اگه فرزندان وزیران و مسئولین معدل پایینی داشتن و پول برای ترمیم معدل نداشتن دوباره معدل رو قطعی میکرده‌اند خداوند از قلبها با خبره,negative
لعنت به برنامتون اگه به این ظلم اشکار رسیدگی نکنه اقای رشید پور رسیدگی کن دارن حق مونو ضایع میکنن بابا ظلم کردن فقط سر بریدن نیست ظلم کردن فقط حادثه عاشورا نیست نه به سوابق تحصیلی,negative
سلام آقای زشید پور برنامه، این,neutral
سلام رشید پور به وزیر بگو بره کنار بزار دکتر حسینی بیاد جاش,negative
شاید نظام آموزش پرورشمون درست بشه,negative
اگه حو ایران مجری شجاعی بود اونم تو بودی بقیه دلقکن,positive
دهن کثیفت لطفا ببند و ب شهرهای ایران توهین نکن گوساله,negative
سلام آقا رشیدپور,neutral
آقای رشید پور عالی بود,positive
سلام اقای رشید LINK اقایون مسئول سود سهام عدالت رو ک ب بعضی از مردم پرداخت کردن، نمیدونن جمعیت ایران چند نفره؟؟ وسهم هر ایرانی بایدد پرداخت بشه، نمیبینن تعداد سود‌ها از مردم کمتره؟؟ خیییلی‌ها اصلن اسمشون تولیست نیست!!! اونا باید چکار کنن؟؟؟!!! کی جواب میده؟؟!!!,neutral
اصلن تو کسور خودت کییی ب کیییه!!!,negative
از وقتی که به «چهارشنبه سوری» گفتند: «چهارشنبه آخرسال» ترقه بازی شروع شد!!,neutral
سلام صبح بخیر سبزواری از شهرضا,neutral
سلام صبح بخیر طیبه رازقندی از سبزوار,neutral
سلام به آقای رشیدپور بزرگ خیلی عزیزی حرفات به دل میشینه ماازدیدن شما وصحبتهای قشنگتون انرژی می‌گیریم انشالله همیشه سالم وتندرست باشید به امید دیدار شما,positive
سلام آقای رشید پور انشاالله هرروز بیشترو بیشتر موفق وتندرست باشید,positive
سلام جناب رشید پور کارات واقعا LINK باشی 🌹 🌹,positive
اقای رشید پور نخسته خیلی مخلصیم,positive
شهرام اردبیل شهرستان نمین روستای گردشگری آلادیزگه,neutral
سلام آقای رس,neutral
سلام آقای رشید پور LINK حمیدرضا محبی هستم برادر سرمهندس کشتی سانچی شهید فرید محبی LINK ازتون یه خواهشی داشته_باشم که اگه امکانش هست من یا پدرمو به برنامتون دعوت کنین... باتشکر فراوان.,neutral
سلام اول صبح موهاتو به رخ ما کچلا میکشی,negative
سلام آقای رشیدپور میشه لطف کنید تو برنامتون از خیرین بخواهید به یه نوجوون NUM۲ ساله که به تازگی هر دو دستش رو قطع کردن وحالا برای پیوند دست به حدود NUM۳ میلیون پول احتیاج داره و تا دو ماه دیگه اگر عمل نشه نمیشه براش کاری کرد کمک کنن,neutral
شماره حساب براے ڪمڪ به رسول: NUM NUM۲ به نام مهرانگیز شهبازے مادر رسول تلفت تماس ۰۹۱۹۱۳۷۰۵۸۱,neutral
جونم حالاخورشید به حصوص رضارشیدپور,positive
رضا رشید پور می‌دونم خسته شدی اما امید مردم به تو باز تو به خیلی از مشکلات مردم رسیدگی می‌کردی حسوداا آخرش کار خودشونو کردن تو رو از پا در آوردن انشاالله که خدا از رو زمین ورشون داره,negative
آقای رشید پور عزیز مادوست داشتیم تلویزیون وکه باز مکنیم شما. مهمون خونه ماباشی خیلی عزیزی شماروبه خدا هرچه ودتر بیا به خونه هامون❤❤❤👏 👏 👏 👏 👏,positive
آقای رشید پور عشق ما کهنوجی‌ها هستی فداتم با غیرت🌷 🌷 🌷 🌷 🌷 😊 😙 😙,positive
سلام آقای رشید پور امیدوارم حالتون خوب و خوش باشه,positive
برنامتون عالی,positive
سلام آقای رشیدپور من باشمن هستم دوتا دختر دم بخت دارم تو ی خونه اجاره‌ای که هستم و شوهرم مریضه و توانای کار نداره و پسرم چندساله عقد کرده و توانایی ازدواج نداره ازتون خواهش میکنم وضعیتمون خیلی خرابه لطفا از خیرین بخوایین کمکمون کنن خیلی لطف میکنید ایرانشهر روستای ریکپوت,negative
جناب رشید پور سلام.. لطف بفرمایید اگر این پیام رو نگاه کردید یه موضوع که به مردم وقشرضعیف جامعه مربوط میشه وتقریبا باندهای سوء استفاده ایی چترشون رو روی این کارانداختن و ظاهرا خیلی خوب یادگرفتن چطور مردم رو جلو چشم خودشون سرکیسه کنن وجنبه قانونی بهش بدن ظاهرسازی کنن اقای رشید پور عزیز اگربطور خصوصی امکانی باشه بنده مستندا شمارو اگاه میکنم بعد هرطور که صلاح دیدید به گوش مسئولین برسونید که بلکه اصلاح بشه تاکید میکنم مربوط به قشرضعیف جامعه است. خدانگهدار,negative
سلام اقای رشید پور برنامتون خیلی عالی من هر روز صبح به تماشای برنامه‌ی شما مینشینم ممنون خوشحالم که در کارتون موفق هستید امیدوارم خدا بهترینها رو براتون رقم بزنه 💚,positive
خدا نکنه بیستو پنج روز دیگه برنامتون تموم بشه. هوای اردبیل ابری هستش,negative
مثل دل اون دوستی که چرت وپرت گفت,neutral
سلام. چرا برای جذاب شدن برنامه تون به اختلافات قومی دامن میزنید؟؟؟ در مورد خانم دکتر محترمی که در امارات مواجه با رفتار بد اماراتی‌ها شده_بود، دولت یا وزارت خارجه باید اقدام کنه، نه تلویزیون با حالتی پروپاگاندایی. خاورمیانه عقب مونده محکوم به فلاکته با بروز حماقت هایی که روز به روز بیشتر هم میشه.,negative
سلام آقای رشید پور شما که برنامتون اینقدر پربیننده شده و طرفداراتون زیاده و مسئولین پای برنامه شما میشینن چرا حرفی از کودک آزاری نمیزنین توی برنامه والا بخدا بچه‌های ایران از بچه‌های یمن و فلسطین و چه و چه و چه که توسط دشمنشون مورد آزار قرار میگیرن نه پدر نامردشون کمتر نیستن بخدا دلم درد اومد این دوروز که این چیزارو برای هزارمین بار دیدم ولی صبح امروز شما خبرشو نخوندین روزنامه جلوتون بود و ازش رد شدین واقعا متاسفم,negative
GH: سلام و خدا قوت خدمت عوامل برنامه حالا خورشید نیکا اقا کوچکی دو ساله از اصفهان هم مبتلا به sma هست و به جرات میتونم بگم بین همه بچه‌های بیمار sma بدترین شرایط رو داره. ریه سمت چپش از کار افتاده و ریه سمت راست هم اصلا اوضاع خوبی نداره دستگاه تنفسی ونتیلاتورش قدیمیه و دیگه جواب نمیده. باید یه دستگاه مدل بالاتر تهیه کنه که حدود NUM۲ میلیون تومن قیمتش هست. تمنا میکنم و عاجزانه التماس میکنم واسه تهیه دستگاهش کمک کنید. هر لحظه ممکنه به خاطر نبود دستگاه مناسب خدای نکرده ریه هاش سوراخ بشه. ممنونم از برنامه خوبتون🙏 🙏 🙏 شماره تماس پدر نیکا اقا کوچکی NUM NUM۲ شماره کارت به نام خود نیکا اقا کوچکی فروشانی ۶۰۳۷۶۹۷۴۵۸۶۸۵۰۳۶,neutral
توروخدا کمک نیکاکنیدنذاریدازدست بره,negative
سلام اقای رشید پور دوماه درخواست تمدید مجوز پروانه تولید انفرادی دادم در صنایع دستی تمام مراحل بازرسیش انجام شده ولی متاسفانه به ما میگن سیستم شبکه تهران قطع ونمی تونیم مجوز چاپ کنیم و این مشکل باعث قطع بیمه تولید کنندگان شده وباعث مشکلاتی برای قشر زحمت کش این صنف شده,negative
سلام لطفا از شما عاجزانه خواهشمندیم صدای مردم بشید سال NUM۲ NUM۲ میلیون پول دادیم برای خودرو با دلار NUM۴ تومن خودرو مارو تحویل نمیدن. سایپا ساندرو. به بهانه تحریم احتکار کردند,negative
با سلام خدمت اقای رشیدپور عزیز لطفا از این به بعد مشکلات را به صورت طنز نگوید موقع گفتن مشکلات مملکت سعی کنید گریه کنید بگوید شاید بهتر جواب دهد,negative
سلام اقای رشیدپور لطفادر مورد نرخهای نجومی اجناس فقط صحبت کنید چرا تاوان اختلاسها رو ملت باید بده,negative
سلام اینروزها جلو هر مسولی میگن چرا پراید فلان قدر شده انگاری همه مردم خودرو خورن بابا نونو اب نمیشه اجناس میره بالا مدام اونقت میگن خودرو... گرون شده نداشتن خودرو قحطی نمیاره مردم میتونن بی خودرو زندگی کنن اما ارازاق روزانه چی شیر خشک بجه چی خواهشننمندیم کم از خودرو بگو وزیر صنعت جغدی رو کم پیش چشممون بیار,negative
عدم_تحویل_ساندرو,negative
لطفا به مردم عزیزمان اطلاع رسانی کنید که به کجا چنین شتابان مردم ما بر عکس مردم دنیا هستند ممنون از برنامه قشنگ ومتنوعتان,negative
آقای رشیدپور.، واقعا برای شما هم متاسفم. چون واقعیتها را نمی‌گویی.,negative
سلام ممنون میشم بگید کجا باید پیام داد ک دربرنامه خونده بشه,negative
رود بر شما ما کارشناسان و کارشناس ارشدان مخابرات کرمان به دلیل درخواست حق قانونی خود بهمن سال NUM۲ به دلیل واهی اخراج شدیم. با تلاش فراوان و با وجود لابی‌گری‌های مخابرات (به دلیل موضع قدرت این شرکت در کشور) برگشت به کار شدیم. اما همچنان موفق به بازگشت نشده LINK گرفتنیست! این جمله واقعیست یا افسانه دیگریست از افسانه‌های ایران زمین؟ حدود NUM۲ خانواده از مزایای کار محروم شده_اند چون مخابرات بجای پرداخت حق پرسنل خود برای تبلیغات پول‌های میلیاردی خرج می‌کند. اگر چه حق گرفتنیست افسانه است اما برده داری نوین کاملا حقیقیست.,negative
این صفحه اصلیشون نیست ولی اینهمه فالور از کجا اورده,neutral
من دریکی از نمایش,neutral
میدانم پیامم خوانده نمیشود ولی بخاطر مردم بیچاره‌ای مینویسم که بعد چهل سال هنوز درگیر دبه مافیای خودروسازها یا بهتر بگم مونتاژکارا هستند: مادامیکه از روابط عمومی سایپا بهتون تذکر دادند ساندرها را پیگیری نکنید موضوع را کاملا بایکوت کردید. ای کاش راه حل همه مشکلات پاک کردن صورت مسئله بود. تبریک میگم به آقای فروغی و سایر مدیران شبکه سه در کسب رضایت سایپا و امثالهم...,negative
سلام جناب عرض شد جناب مهندس رشید پور,neutral
جناب رشید پور متاسفانه شرکت سایپا با وقاحت تمام از خرداد ماه تا به امروز با اعصاب و روان NUM۵ نفر بازی کرده و به هیچ کس و. بنی بشری پاسخگو نیست!!! وقتی هم که یه برنامه تلوزیونی امثال شما میخواد رو این موضوع کار کنه سریع دستور بایکوت خبری رو میدن...,negative
اقای رشید پور عزیز، میدونم پیامم خونده نمیشه ولی بخاطر مردم بیچاره‌ای مینویسم که بعد چهل سال هنوز درگیر دبه مافیای خودروسازها یا بهتر بگم مونتاژکارا هستند: مادامیکه از روابط عمومی سایپا بهتون تذکر دادند ساندروها را پیگیری نکنید موضوع را کاملا بایکوت کردید. ای کاش راه حل همه مشکلات پاک کردن صورت مسئله بود. تبریک میگم به آقای فروغی و سایر مدیران شبکه سه در کسب رضایت سایپا و امثالهم...,negative
ساندروی من کجاست,negative
لطفاپیگیری بفرمائید NUM۲ آذرماه NUM۲ که ماساندرو ثبت نام کردیم با پول ثبت نام کنندگان چه کرده_اند اگر قطعات وارد کردند که من مطمئنم وارد کردند چرا الان ماشینهاراکه ماههاازتاریخ تحویلشان میگذرد نمیدهند وتحریم را بهانه میکنند درآن تاریخ دلار حدود NUM۴ تومان بود وتحریم هم نبودیم اگرهم واردنکردند سرمایه و پول مردم در کجاهزینه شده آیا سوء مدیریت مدیران خودروساز را من مصرف کننده باید تاوانش رابدهم خودروساز ماشینی که سهم من وامثال من بوده رادر بازار می‌فروشد اما به ثبت نامی‌ها میگوید تحریمیم ولوازم نداریم هرتعداد ساندرو در بازار بخواهیدآزاد بخرید هست خواهش میکنم در برنامه هایتان مطرح بفرمائید شاید مسئولین به مشکل مارسیدگی کنند,neutral
چراازاردیبهشت به بعد تاالان ساندرو واستپ وی به ثبت نامی هاتحویل نشده عرضه قطره چکانی باعث بالارفتن قیمت شده و حالا میگن بین قیمت کارخانه و بازار فاصله زیاد است و سود به جیب دلال میرود اگه طبق روال وبه موقع ثبت نامی‌ها تحویل میشد اینقدرافزایش پیش نمیومد خودروساز خودش باعث گرانی بازارشده,negative
ساندروی من کجاست نه به گرانی خودرو,negative
سایپا-نامطمئن,negative
سلام لطف پست صاعقه‌ای که به هواپیما خورد و خلبان عکس گرفت در تاریخ NUM۲ اذر که در برنامه حالا خورشید توسط اقای رشید پور مطرح شد و LINK,negative
سلام لطفا مشکل خط سه مترو رو پیگیری کنید این خط یک سوم خطوط دیگه قطار داره و برنامه حرکت هر ده دقیقه یکبار رو داره ساعت هفت و نیم صبح از ایستگاه آزادگان فیلم بگیرید متوجه میشید که چه کشتاری داره تو همون ایستگاه اول میشه,negative
آقای رشیدپور خسته نباشید تنها برنامه‌ای که واقعا صادق با مردم صحبت میکنه برنامه شما واقعا از شما وهمه همکاراتون تشکر میکنم خدا به همتون سلامتی بده.,negative
سلام گذاشتم ببینم میخونید,neutral
سلام اقای رشید پور ممنون ازبرنامتون خیلی عالیه LINK تنهابرنامه‌ای هست که حرف دل مردم رو میزنه لطفا درباره گرونی وبدبختی تمام مشکلات بیشتر رسیدگی کنید خانم زارعی هستم ازاستان فارس.,positive
سلام خسته نباشین میخواستم بدونم چطوری تو قرعه کشی عضو بشم,neutral
سلام آقای رشیدپورلطفابه مسئولین محترم بگیدچرا هرچی گوشت ومرغ تنظیم بازاریه براتهرانیاست پس شهرستانیها چی؟ مگه ما آدم نیستیم گناه ماچیه که شهرستانیم وبایدگوشت کیلو NUM۵ تومن بخریم ولی تهران باتنظیم بازارکیلویی NUM۵ توروخدابگیدبه دادماهم برسن. ازاستان همدان شهرستان نهاوند,negative
با سلام و خسته نباشید من‌یکی از نیروهای مرزبانی در جکیگور هستم بعد از ربودن نیروهای میرجاوه خیلی دنبال این بودم که یکی از صحبت‌های مقام معظم رهبری و شهدای مظلوم مرزبانی داشتند به عنوان پیشواز قرار بدم اما نشد حالا که NUM۲ مرزبان سپاه شهید شدند و هر روز هم اتفاقات زیادی برای این قشر که برای امنیت و راحتی تمام‌مردم ایران زحمت می‌کشند می‌افتد حدااقل چند اهنگ پیشواز قرار بدهید,negative
